date,mqaid,ticker,mgmtfees,expense_ratio,bid_ask_spread_pct,create_redeem_fee,create_redeem_size,etf_implied_liquidity,fund_pct_premium,currency_hedged_indicator,derivatives_based,securities_lending,fund_incept_dt,create_redeem_process,creation_cutoff_time,settlement_cycle,rebalancing_frequency,replication_strategy,fund_port_dt,total_number_of_holdings_in_port,nav_pricing_methodology,fund_avg_dvd_yld,fund_pe_ratio,fund_pricing_source,avgvolume_6M,etf_name,duration
01/31/2020,18383Q60,ENY US Equity,0.500,0.660,0.1099,500.0000,50000.0000,452330.0000,-0.2969,N,N,Y,07/03/2007,In-kind,16:00 est,T+2,Quarterly,Full,02/26/2019,30.0000,Primary Market Close,2.9254,38.0389,NYSE Arca LLC,404.1484375,INVESCO CANADIAN ENERGY INCO,
01/31/2020,46577V10,ISPTF US Equity,0.550,0.600,0.3299,0.0000,100000.0000,2517125.0000,0.1432,N,N,Y,04/08/2010,In-kind,16:00 EST,T+3,Quarterly,Full,01/31/2020,174.0000,Primary Market Close,2.6463,20.1491,OTC,10950.6484375,ISHARES S&P/TSX COMPLETION,
01/31/2020,78468R79,SPYX US Equity,0.200,0.200,0.0833,1500.0000,10000.0000,33750.0000,0.0593,N,N,Y,12/01/2015,In-kind,16:00 EST,T+2,Quarterly,Optimized,01/31/2020,485.0000,Primary Market Close,1.7668,24.3731,State Street Bank and Trust Co,17790.640625,SPDR S&P 500 FOSSIL FUEL RES,
01/31/2020,33738R11,TDIV US Equity,0.500,0.500,0.0591,500.0000,50000.0000,775422.0000,0.0362,N,N,N,08/14/2012,In-kind,16:00 EST,T+3,Semi-Annually,Full,01/31/2020,93.0000,Primary Market Close,3.2518,20.1652,Brown Brothers Harriman & Co,80282.9921875,FT NASDAQ TECH DVD INDEX FD,
01/31/2020,33738R10,MDIV US Equity,0.600,0.700,0.1990,500.0000,50000.0000,775422.0000,0.0750,N,N,N,08/14/2012,In-kind,16:00 EST,T+3,Semi-Annually,Full,01/31/2020,125.0000,Primary Market Close,5.7809,14.4567,Brown Brothers Harriman & Co,101815.382813,FT MULTI-ASSET DIVERS INC,
01/31/2020,00162Q64,SGDM US Equity,0.350,0.500,0.4058,500.0000,50000.0000,1503238.0000,-0.1479,N,N,Y,07/15/2014,In-kind/Cash,16:00 est,T+3,Quarterly,Full,01/31/2020,32.0000,Primary Market Close,0.9577,81.4584,State Street Bank and Trust Co,60029.2109375,SPROTT GOLD MINERS ETF,
01/31/2020,00162Q65,EQLT US Equity,0.750,0.750,0.4058,500.0000,50000.0000,1503238.0000,-0.3950,N,N,Y,02/26/2014,In-kind/Cash,16:00 EST,T+2,Quarterly,Full,04/26/2019,32.0000,Primary Market Close,0.9577,81.4584,State Street Bank and Trust Co,60029.2109375,WORKPLACE EQUALITY PORTFOLIO,
01/31/2020,00162Q66,EDOG US Equity,0.600,0.600,0.3409,2500.0000,50000.0000,617085.0000,-0.6280,N,N,Y,03/28/2014,In-kind/Cash,17:30 EST,T+2,Quarterly,Full,01/31/2020,51.0000,Primary Market Close,5.7584,11.9078,State Street Bank and Trust Co,7247.78125,ALPS EMERGING SECTOR DIVIDEN,
01/31/2020,00162Q67,ENFR US Equity,0.650,0.650,0.2971,500.0000,50000.0000,8707871.0000,0.0396,N,N,Y,11/01/2013,In-kind,16:00 est,T+3,Quarterly,Full,01/31/2020,37.0000,Primary Market Close,7.0778,19.2892,State Street Bank and Trust Co,20576.78125,ALERIAN ENERGY INFRASTRUCTUR,
01/31/2020,12811T10,CFGE US Equity,1.000,0.900,0.2971,500.0000,50000.0000,8707871.0000,-0.1740,N,N,Y,07/14/2014,In-kind,16:00 EST,T+3,Not Applicable,Not Applicable,01/31/2020,51.0000,Unknown,7.0778,19.2892,State Street Bank and Trust Co,20576.78125,CALAMOS FOCUS GROWTH ETF,
01/31/2020,92194385,VEA US Equity,0.050,0.050,0.0232,8500.0000,500000.0000,768148.0000,-0.0468,N,N,Y,07/26/2007,In-kind,16:00 EST,T+2,Quarterly,Full,12/31/2019,3912.0000,Fair Value,3.2924,18.5571,Vanguard Group Inc/The,8543517.0,VANGUARD FTSE DEVELOPED ETF,
01/31/2020,00162Q63,STXX US Equity,0.250,0.250,0.2971,4000.0000,50000.0000,8707871.0000,-1.0218,N,N,N,10/31/2014,In-kind/Cash,16:00 EST,T+3,Quarterly,Full,03/24/2016,3.0000,Primary Market Close,7.0778,19.2892,Financial Industry Regulatory,0.0,ALPS STOXX EUROPE 600 ETF,
01/31/2020,33739Q60,PRME US Equity,0.950,0.950,0.2971,600.0000,50000.0000,8707871.0000,-0.2882,N,N,N,11/12/2015,In-kind,16:00 EST,T+3,Unknown,Not Applicable,09/13/2019,339.0000,Primary Market Close,3.7810,19.5242,Brown Brothers Harriman & Co,157.671875,FIRST TRUST HEITMAN GLB R.E.,
01/31/2020,33739N10,FMB US Equity,0.650,0.500,0.0530,250.0000,50000.0000,8707871.0000,0.1096,N,N,N,05/15/2014,Cash,16:00 EST,T+3,Unknown,Not Applicable,01/30/2020,985.0000,Primary Market Close,3.7810,19.5242,Brown Brothers Harriman & Co,159666.515625,FIRST TRUST MANAGED MUNICIPA,
01/31/2020,57061R33,SPUN US Equity,0.550,0.550,0.0530,1000.0000,50000.0000,305458.0000,-1.7941,N,N,Unknown,06/10/2015,In-kind,16:00 EST,T+2,Quarterly,Full,07/31/2018,87.0000,Fair Value,1.9440,36.2225,Bank of New York Mellon/The,159666.515625,VANECK VECTORS SPIN-OFF ETF,
01/31/2020,G4954G27,ISCRF US Equity,0.000,0.200,0.1437,3000.0000,2500.0000,984375.0000,-2.3461,N,N,Y,06/16/2006,Unknown,16:30 GMT,T+2,Quarterly,Optimized,01/30/2020,8415.0000,Primary Market Close,2.8119,13.7664,State Street Bank and Trust Co,47630.765625,ISHARES GLOBAL CORP USD ACC,
01/31/2020,37950E69,ARGT US Equity,0.590,0.590,0.5120,0.0000,50000.0000,23630.0000,0.1176,N,N,N,03/03/2011,In-kind/Cash,15:00 EST,T+3,Quarterly,Full,01/30/2020,29.0000,Primary Market Close,2.1861,62.3378,SEI Investments Global Funds S,86014.265625,GLOBAL X MSCI ARGENTINA ETF,
01/31/2020,57061R30,ANGL US Equity,0.400,0.350,0.0399,450.0000,50000.0000,305458.0000,-0.1320,N,N,Unknown,04/11/2012,In-kind/Cash,16:00 EST,T+2,Monthly,Optimized,01/30/2020,192.0000,Fair Value,1.9440,36.2225,Bank of New York Mellon/The,636247.375,VANECK FALLEN ANGEL HIGH YLD,6.11948273035
01/31/2020,G4954G20,IRESF US Equity,0.000,0.200,0.0399,450.0000,200000.0000,305458.0000,-0.1320,Y,N,Y,04/11/2012,Cash,15:30 DST,T+2,Quarterly,Full,01/30/2020,102.0000,Primary Market Close,4.7631,19.9141,Bank of New York Mellon/The,636247.375,ISHARES COR FTSE 100-USD H-A,
01/31/2020,G4954G21,ISCBF US Equity,0.000,0.500,0.0399,450.0000,2500.0000,305458.0000,-0.1320,N,N,Y,04/11/2012,Unknown,14:00 GMT,T+3,Monthly,Optimized,01/30/2020,1508.0000,Primary Market Close,4.7631,19.9141,Bank of New York Mellon/The,636247.375,ISHARES GLOBAL HY CORP-ACC,
01/31/2020,46428651,LEMB US Equity,0.300,0.300,0.0600,2000.0000,200000.0000,2632998.0000,0.0230,N,N,Y,10/20/2011,In-kind,16:00 est,T+3,Monthly,Optimized,01/30/2020,219.0000,Unknown,1.5163,24.3787,State Street Bank and Trust Co,187183.140625,ISHARES JP MORGAN EM LOCAL C,5.32618792642
01/31/2020,05597510,BMRTF US Equity,0.250,0,0.0399,450.0000,100000.0000,305458.0000,-0.0761,N,N,Y,09/20/2006,Unknown,16:00 EST,T+3,Unknown,Optimized,01/30/2020,40.0000,Primary Market Close,4.7631,19.9141,Nasdaq Stock Market LLC/The,636247.375,BMO SHORT PROVINCIAL BOND IN,
01/31/2020,46428678,EZA US Equity,0.590,0.590,0.0790,1200.0000,100000.0000,2045937.0000,0.0896,N,N,Y,02/07/2003,In-kind,16:00 est,T+2,Quarterly,Full,01/30/2020,48.0000,Primary Market Close,3.2693,20.5572,State Street Bank and Trust Co,453038.53125,ISHARES MSCI SOUTH AFRICA ET,
01/31/2020,74347G60,TDV US Equity,0.350,0.350,0.1723,250.0000,10000.0000,449645.0000,0.1001,N,N,N,11/07/2019,In-kind/Cash,16:00 EST,T+2,Quarterly,Full,01/21/2020,34.0000,Primary Market Close,1.8737,25.0651,NYSE Arca LLC,2279.0546875,PROSHARES S&P TECH DVD ARIST,
01/31/2020,31618830,FBND US Equity,0.360,0.360,0.0330,500.0000,50000.0000,449645.0000,0.1896,N,N,Unknown,10/09/2014,In-kind/Cash,16:00 EST,T+3,Not Applicable,Not Applicable,01/30/2020,1192.0000,Primary Market Close,1.8737,25.0651,State Street Bank and Trust Co,159418.96875,FIDELITY TOTAL BOND ETF,5.71046399005
01/31/2020,73935B40,PLK US Equity,0.290,0.290,0.0330,500.0000,50000.0000,449645.0000,-0.0286,N,N,N,04/14/2008,Not Applicable,13:00 EST,Not Applicable,Not Applicable,Not Applicable,02/25/2013,27.0000,Primary Market Close,1.8737,25.0651,NYSE Arca LLC,159418.96875,POWERSHARES ACTIVE LOW DURAT,
01/31/2020,MILN,MILN US Equity,0.680,0.500,0.3422,0.0000,50000.0000,3283477.0000,-0.0762,N,N,N,05/05/2016,In-kind,16:00 EST,T+2,Yearly,Full,01/30/2020,83.0000,Primary Market Close,0.8799,27.4548,SEI Investments Global Funds S,36073.5546875,GLOBAL X MILLENNIALS THEMATI,
01/31/2020,38474270,GMMB US Equity,0.490,0.420,0.3774,500.0000,50000.0000,10956229.0000,0.1579,N,N,Unknown,01/29/2010,In-kind/Cash,16:00 EST,Not Applicable,Not Applicable,Not Applicable,07/28/2017,16.0000,Primary Market Close,1.2394,19.7094,Bank of New York Mellon/The,11143.6796875,COLUMBIA INTERMEDIATE MUNI B,
01/31/2020,07386210,YYY US Equity,0.500,2.020,0.0917,500.0000,50000.0000,543625.0000,0.1161,N,N,N,06/12/2012,In-kind,16:00 EST,T+3,Yearly,Full,01/30/2020,31.0000,Primary Market Close,1.7006,15.4054,SEI Investments Global Funds S,67261.28125,AMPLIFY HIGH INCOME ETF,
01/31/2020,41653L20,HQBD US Equity,0.390,0.390,0.0872,100.0000,50000.0000,2045937.0000,0.0136,N,Y,N,03/22/2017,In-kind,13:00 est nO,T+3,Not Applicable,Not Applicable,09/21/2018,1.0000,Not Applicable,3.2693,20.5572,State Street Bank and Trust Co,28327.390625,HARTFORD QUALITY BOND ETF,
01/31/2020,45782C74,PJUN US Equity,0.790,0.790,0.3270,250.0000,25000.0000,1327574.0000,0.0169,N,N,N,06/03/2019,Cash,15:00 EST,T+1,Yearly,Full,01/30/2020,7.0000,Primary Market Close,1.6311,38.9331,NYSE Arca LLC,3533.703125,Innovator S&P500 P-BUFF JUNE,
01/31/2020,46434V27,INTF US Equity,0.450,0.300,0.0895,3500.0000,100000.0000,12608051.0000,-0.7937,N,N,Y,04/30/2015,In-kind/Cash,16:00 EST,T+2,Semi-Annually,Full,01/30/2020,197.0000,Primary Market Close,3.9203,13.6836,State Street Bank and Trust Co,264315.8125,ISHARES EDGE MSCI MF INTL,
01/31/2020,46434V26,ISCF US Equity,0.400,0.400,0.3487,11600.0000,100000.0000,1215207.0000,-0.3553,N,N,Y,04/30/2015,In-kind/Cash,16:00 EST,T+2,Semi-Annually,Full,01/30/2020,681.0000,Primary Market Close,3.2818,14.2076,State Street Bank and Trust Co,19487.3359375,ISHARES EDGE MSCI MULTIFACTO,
01/31/2020,06740P64,DFVS US Equity,0.750,0.750,0.7043,0.0000,50000.0000,9109639.0000,0.6438,N,Y,N,07/11/2011,Cash,11:00 EST,T+3,Yearly,Derivative,12/31/2019,401.0000,Primary Market Close,1.7320,26.9260,NYSE Arca LLC,120.765625,IPATH US TREASURY 5 YR BEAR,
01/31/2020,06739H75,JJETF US Equity,0.750,0.750,3.7817,0.0000,50000.0000,11719555.0000,-0.5662,N,Y,N,10/23/2007,Cash,10:15 EST,T+3,Not Applicable,Derivative,02/25/2013,28.0000,Primary Market Close,1.5641,46.9059,Financial Industry Regulatory,83.546875,IPATH BLOOMBERG ENERGY SUBIN,
01/31/2020,26923G60,TUTI US Equity,0.900,1.280,0.3508,500.0000,50000.0000,1215207.0000,-0.1487,N,N,N,06/10/2015,Unknown,15:00 EST,T+3,Unknown,Not Applicable,08/22/2017,4.0000,Primary Market Close,2.0018,21.1034,Bank of New York Mellon/The,873.640625,TUTTLE TACTICAL MGMT MULTI,
01/31/2020,46434V29,SMLF US Equity,0.300,0.300,0.2481,1500.0000,50000.0000,3852377.0000,0.1438,N,N,Y,04/30/2015,In-kind/Cash,16:00 EST,T+2,Semi-Annually,Full,01/30/2020,460.0000,Primary Market Close,1.9771,17.8139,State Street Bank and Trust Co,44374.859375,ISHARES EDGE MSCI MF US SMCP,
01/31/2020,46434V28,LRGF US Equity,0.350,0.200,0.0461,400.0000,50000.0000,65815110.0000,-0.0587,N,N,Y,04/30/2015,In-kind/Cash,16:00 EST,T+2,Semi-Annually,Full,01/30/2020,159.0000,Primary Market Close,1.8457,18.8093,State Street Bank and Trust Co,148573.90625,ISHARES EDGE MSCI MF USA,
01/31/2020,67092P30,NULV US Equity,0.350,0.350,0.0733,500.0000,50000.0000,34701383.0000,-0.0910,N,N,N,12/14/2016,In-kind/Cash,16:00 EST,T+3,Quarterly,Full,01/31/2020,149.0000,Primary Market Close,2.7678,26.0712,CBOE Trading Inc,28156.28125,NUVEEN ESG LARGE-CAP VALUE E,
01/31/2020,33740F80,FIXD US Equity,0.650,0.550,0.0912,250.0000,50000.0000,3323271.0000,0.2090,N,N,N,02/15/2017,Cash,14:00 EST,T+3,Not Applicable,Not Applicable,01/30/2020,714.0000,Primary Market Close,2.1457,17.6549,NYSE Arca LLC,254408.5,FIRST TRUST TCW OPP FIXED IN,
01/31/2020,47804J60,JHMT US Equity,0.380,0.500,0.1206,500.0000,10000.0000,30047333.0000,0.0473,N,N,Y,09/29/2015,In-kind/Cash,Unknown,T+2,Semi-Annually,Unknown,01/30/2020,131.0000,Unknown,1.3210,29.4487,State Street Bank and Trust Co,5929.3359375,JOHN HANCOCK MULTI FACT TECH,
01/31/2020,G491B711,IVMKF US Equity,0.500,0.500,0.2979,250.0000,25000.0000,34701383.0000,-0.2665,N,N,N,10/01/2018,In-kind/Cash,16:00 GMT,T+2,Monthly,Optimized,01/31/2020,235.0000,Primary Market Close,2.7678,9.4129,CBOE Trading Inc,83825.7265625,INVESCO VAR RATE PREF SHRS,
01/31/2020,73937B25,PBND US Equity,0.050,0.050,0.3437,150.0000,100000.0000,52939704.0000,0.1192,N,N,N,09/29/2017,In-kind,16:00 EST,T+2,Unknown,Optimized,01/30/2020,228.0000,Primary Market Close,3.3460,17.3255,Bank of New York Mellon/The,2705.5234375,INVESCO PUREBETA US AGGREGAT,
01/31/2020,30150530,YYY US Equity,0.500,2.020,0.0917,500.0000,50000.0000,10613333.0000,0.1161,N,N,N,06/12/2012,In-kind,16:00 EST,T+3,Yearly,Full,01/30/2020,31.0000,Primary Market Close,1.7006,15.4054,SEI Investments Global Funds S,67261.28125,AMPLIFY HIGH INCOME ETF,
01/31/2020,78468R77,ONEY US Equity,0.200,0.200,0.1012,1000.0000,10000.0000,21198060.0000,0.0036,N,N,N,12/03/2015,In-kind,16:00 EST,T+2,Yearly,Full,01/31/2020,294.0000,Primary Market Close,3.6580,20.7765,State Street Bank and Trust Co,5395.09375,SPDR RUSSELL 1000 YIELD FOCU,
01/31/2020,01992110,ALM US Equity,0,0,0.2228,1750.0000,50000.0000,283541318.0000,-0.1157,N,N,Unknown,06/12/2014,In-kind,16:00 EST,T+3,Semi-Annually,Full,05/24/2018,72.0000,Primary Market Close,6.1721,8.4979,State Street Bank and Trust Co,1560.921875,SPDR MSCI AUSTRALIA STRATEGI,
01/31/2020,97717Y84,RPUT US Equity,0.490,0.430,0.2228,200.0000,50000.0000,283541318.0000,0.0384,N,Y,N,02/01/2018,Cash,12:00 PM EST,T+2,Monthly,Full,01/24/2020,1.0000,Primary Market Close,6.1721,8.4979,State Street Bank and Trust Co,1560.921875,WISDOMTREE CBOE RUSSELL 2000,
01/31/2020,97717Y85,USMF US Equity,0.280,0.280,0.1447,400.0000,50000.0000,19141689.0000,0.1020,N,N,N,06/29/2017,In-kind/Cash,16:00 EST,T+3,Quarterly,Full,01/30/2020,199.0000,Primary Market Close,1.5971,18.4738,State Street Bank and Trust Co,42038.8359375,WISDOMTREE US MULTIFACTOR FU,
01/31/2020,37950E47,MLPA US Equity,0.450,0.450,0.1361,0.0000,50000.0000,6460394.0000,0.0000,N,N,N,04/19/2012,In-kind/Cash,15:30 EST,T+2,Quarterly,Full,01/30/2020,20.0000,Primary Market Close,9.6995,13.7990,SEI Investments Global Funds S,1479805.375,GLOBAL X MLP ETF,
01/31/2020,37950E41,SOCL US Equity,0.650,0.650,0.3085,0.0000,50000.0000,1708906.0000,-0.4861,N,N,Y,11/15/2011,In-kind/Cash,16:00 EST,T+2,Semi-Annually,Full,01/30/2020,43.0000,Primary Market Close,0.3797,37.0591,SEI Investments Global Funds S,16154.515625,GLOBAL X SOCIAL MEDIA ETF,
01/31/2020,37950E40,CHIQ US Equity,0.650,0.650,0.3803,1100.0000,50000.0000,5677169.0000,-0.6304,N,N,Y,12/01/2009,In-kind,16:00 EST,T+2,Quarterly,Full,01/30/2020,68.0000,Primary Market Close,1.3424,53.5073,SEI Investments Global Funds S,70439.6484375,GLOBAL X MSCI CHINA CONSUMER,
01/31/2020,37950E42,NGE US Equity,0.680,0.880,0.6531,2000.0000,50000.0000,21965.0000,0.0690,N,N,N,04/03/2013,In-kind/Cash,17:00 EST,T+2,Quarterly,Full,01/30/2020,25.0000,Primary Market Close,5.9336,5.2785,SEI Investments Global Funds S,22171.703125,GLOBAL X MSCI NIGERIA ETF,
01/31/2020,44045X10,HZBRF US Equity,1.150,1.360,1.5082,0.0000,20000.0000,21965.0000,0.0690,Y,Y,N,10/22/2008,Cash,09:30 EST,T+1,Daily,Derivative,01/30/2020,25.0000,Primary Market Close,5.9336,5.2785,OTC,22171.703125,BETAPRO S&P/TSX CAPPED ENERG,
01/31/2020,G4955H16,ISVPF US Equity,0.000,0,1.5082,0.0000,20000.0000,21965.0000,0.0690,Y,N,Y,10/22/2008,Cash,15:30 DST,T+3,Quarterly,Full,01/30/2020,243.0000,Primary Market Close,3.2491,18.2029,OTC,5911.8671875,ISHARES MSCI EMU USD-H ACC,
01/31/2020,90268A66,RWXL US Equity,0.600,0.600,1.5082,0.0000,10000.0000,21965.0000,0.0690,N,Y,N,03/20/2012,Cash,12:00 EST,T+3,Not Applicable,Derivative,01/30/2020,243.0000,Primary Market Close,3.2491,18.2029,NYSE Arca LLC,5911.8671875,ETRACS 2X LEV DJ INTL RE SEC,
01/31/2020,45782C73,UJUN US Equity,0.790,0.790,0.3430,250.0000,25000.0000,1656018.0000,0.0325,N,Y,N,06/03/2019,Cash,15:00 EST,T+1,Yearly,Full,01/30/2020,7.0000,Primary Market Close,0.4318,50.6552,Financial Industry Regulatory,829.875,INNOVATOR S&P 500 ULTRA JUNE,
01/31/2020,37950E49,SOIL US Equity,0.690,0.690,0.8008,1000.0000,50000.0000,737826.0000,-0.7697,N,N,N,05/26/2011,In-kind/Cash,16:00 EST,T+2,Semi-Annually,Full,01/30/2020,33.0000,Primary Market Close,2.8682,19.7436,SEI Investments Global Funds S,4888.1875,GLOBAL X FERTILIZERS/POTASH,
01/31/2020,37950E48,CNPF US Equity,0.580,0.580,0.8008,0.0000,50000.0000,737826.0000,-1.0897,N,N,N,05/25/2011,In-kind,16:00 EST,T+3,Semi-Annually,Full,10/09/2014,51.0000,Primary Market Close,2.8682,19.7436,NYSE Arca LLC,4888.1875,GLOBAL X CANADA PREF ETF,
01/31/2020,18386K10,ISSGF US Equity,0.150,0,0.7077,0.0000,50000.0000,1948133.0000,-0.2178,N,N,Y,02/17/2012,In-kind/Cash,16:00 EST,T+3,Yearly,Full,01/31/2020,70.0000,Unknown,5.3202,24.5437,Brown Brothers Harriman & Co,345.765625,ISHARES 1-10 YEAR LADDERED G,
01/31/2020,00214Q20,ARKQ US Equity,0.750,0.750,0.1385,500.0000,50000.0000,737826.0000,0.0099,N,N,N,09/30/2014,In-kind,15:00 EST,T+3,Unknown,Not Applicable,01/31/2020,37.0000,Primary Market Close,0.3889,269.4365,Bank of New York Mellon/The,20905.59375,ARK AUTONOMOUS TECH & ROBOT,
01/31/2020,46428675,EWD US Equity,0.590,0.530,0.0350,1300.0000,75000.0000,5858409.0000,-0.1871,N,N,Y,03/18/1996,In-kind,16:00 est,T+2,Quarterly,Full,01/30/2020,33.0000,Primary Market Close,3.8846,14.1583,State Street Bank and Trust Co,385250.65625,ISHARES MSCI SWEDEN ETF,
01/31/2020,87029750,EEH US Equity,0.750,0.750,19.4173,0.0000,1000000.0000,40223.0000,1.3126,N,N,N,08/02/2007,Cash,16:00 EST,Unknown,Daily,Derivative,01/30/2020,24.0000,Primary Market Close,1.5041,269.4365,NYSE Arca LLC,35.0390625,ELEMENTS SPECTRUM ETN,
01/31/2020,46434V10,SLQD US Equity,0.080,0.060,0.0240,100.0000,50000.0000,4303.0000,0.1362,N,N,Y,10/17/2013,In-kind,16:00 est,T+2,Monthly,Optimized,01/30/2020,1810.0000,Primary Market Close,2.5582,18.4520,State Street Bank and Trust Co,192705.25,ISHARES 0-5 YR INV GRD CORP,2.11489908201
01/31/2020,18385P10,YAO US Equity,0.700,0.700,0.0748,3000.0000,100000.0000,1656018.0000,-0.3852,N,N,Y,10/19/2009,In-kind,16:00 est,T+2,Yearly,Full,02/21/2019,303.0000,Primary Market Close,1.6539,14.4636,Bank of New York Mellon/The,122679.835938,INVESCO CHINA ALL-CAP ETF,
01/31/2020,45409B83,CROP US Equity,0.750,0.760,0.2075,1500.0000,50000.0000,430389.0000,-1.4480,N,N,Y,03/22/2011,In-kind,16:00 EST,T+2,Quarterly,Full,01/31/2020,36.0000,Primary Market Close,1.7624,28.5399,Bank of New York Mellon/The,548.3359375,IQ GLOBAL AGRIBUSINESS SMALL,
01/31/2020,35473P20,FLQE US Equity,0.450,0.450,0.3795,3500.0000,200000.0000,4490079.0000,-1.3107,N,N,Y,06/01/2016,In-kind,17:30 EST,T+3,Quarterly,Optimized,01/30/2020,371.0000,Primary Market Close,4.7535,11.1572,Bank of New York Mellon/The,57213.8046875,FRANKLIN LIBERTYQ EMERGING,
01/31/2020,72202L38,MFEM US Equity,0.490,0.490,0.3329,1000.0000,200000.0000,611.0000,-0.4330,N,N,Y,09/06/2017,In-kind/Cash,16:00 EST,T+2,Quarterly,Optimized,01/30/2020,587.0000,Primary Market Close,3.4580,14.5163,Bank of New York Mellon/The,46045.1328125,PIMCO RAFI DYNAMIC MULTI-FAC,
01/31/2020,72202L36,MFUS US Equity,0.290,0.290,0.2251,2250.0000,100000.0000,129531636.0000,0.1065,N,N,Y,09/06/2017,In-kind/Cash,16:00 EST,T+2,Quarterly,Full,01/30/2020,885.0000,Primary Market Close,2.3502,24.5782,Bank of New York Mellon/The,14271.984375,PIMCO RAFI DYNAMIC MULTI-FAC,
01/31/2020,72202L37,MFDX US Equity,0.390,0.390,0.2318,5000.0000,200000.0000,8857221.0000,-0.2568,N,N,Y,09/06/2017,In-kind/Cash,16:00 EST,T+2,Quarterly,Optimized,01/30/2020,1278.0000,Primary Market Close,3.3181,19.2632,Vanguard Group Inc/The,5460.2734375,PIMCO RAFI DYNAMIC MULTI-FAC,
01/31/2020,26923G80,UTES US Equity,0.950,0.950,0.7120,500.0000,50000.0000,180426.0000,-0.0579,N,N,N,09/24/2015,In-kind/Cash,16:00 EST,T+3,Quarterly,Not Applicable,01/31/2020,26.0000,Primary Market Close,2.5286,53.2889,Bank of New York Mellon/The,7305.359375,VIRTUS REAVES UTILITIES ETF,
01/31/2020,26923J10,ZLRG US Equity,0.650,0.660,0.2075,250.0000,50000.0000,430389.0000,0.1544,N,N,Unknown,01/20/2015,In-kind/Cash,16:00 EST,Unknown,Quarterly,Full,01/31/2017,135.0000,Primary Market Close,1.7624,28.5399,JP Morgan Investment Managemen,548.3359375,ZACKS EARNINGS LARGE-CAP US,
01/31/2020,97717X70,HEDJ US Equity,0.580,0.580,0.0216,1000.0000,50000.0000,2046148.0000,-0.4383,Y,N,Y,12/31/2009,In-kind,10:00 EST,T+2,Yearly,Optimized,01/30/2020,129.0000,Primary Market Close,3.4749,17.9741,State Street Bank and Trust Co,355395.625,WISDOMTREE EUROPE HEDGED EQU,
01/31/2020,97717X71,CXSE US Equity,0.630,0.320,0.2167,1000.0000,25000.0000,1529127.0000,-2.3056,N,N,Y,09/19/2012,In-kind,17:30 EST T-1,T+3,Yearly,Full,01/30/2020,151.0000,Primary Market Close,1.1472,24.0681,State Street Bank and Trust Co,17165.2265625,WISDOMTREE CHINA EX-ST OW,
01/31/2020,33741L20,DVLU US Equity,0.600,0.600,0.2165,500.0000,50000.0000,10470604.0000,0.9191,N,N,N,09/05/2018,In-kind,16:00 EST,T+2,Quarterly,Full,01/31/2020,51.0000,Primary Market Close,1.9828,13.7700,NYSE Arca LLC,5575.484375,FIRST TRUST DRSY WRIGHT MOME,
01/31/2020,38143060,GSSC US Equity,0.200,0.200,0.2391,3000.0000,50000.0000,63394.0000,-0.0962,N,N,N,06/29/2017,In-kind,16:00 EST,T+3,Quarterly,Full,01/30/2020,1366.0000,Primary Market Close,1.5623,164.9946,NYSE Arca LLC,12155.6875,GOLDMAN SACHS ACTIVEBETA US,
01/31/2020,97717X78,EMCB US Equity,0.600,0.600,0.9669,1000.0000,100000.0000,63394.0000,-0.1447,N,N,Unknown,03/08/2012,In-kind/Cash,Unknown,T+3,Not Applicable,Not Applicable,01/30/2020,113.0000,Unknown,1.5623,164.9946,State Street Bank and Trust Co,1030.5703125,WISDOMTREE EM CORP BOND,5.08836146083
01/31/2020,46139W87,IMFI US Equity,0.160,0.160,0.3077,700.0000,100000.0000,63394.0000,0.0597,N,N,N,12/06/2018,In-kind/Cash,16:00 EST,T+2,Monthly,Optimized,01/30/2020,355.0000,Primary Market Close,1.5623,164.9946,State Street Bank and Trust Co,1091.53125,INVESCO MULTI-FACTOR INCOME,
01/31/2020,30304R40,HACK US Equity,0.600,0.600,0.1259,700.0000,50000.0000,40681.0000,-0.1203,N,N,Y,11/12/2014,Unknown,Unknown,Unknown,Unknown,Unknown,01/30/2020,57.0000,Unknown,0.5664,80.2951,US Bancorp Fund Services LLC,193230.25,ETFMG PRIME CYBER SECURITY E,
01/31/2020,64118K77,JRE US Equity,0.000,0.470,0.1259,700.0000,100000.0000,40681.0000,2.0409,N,N,Unknown,09/10/2008,Unknown,Unknown,Unknown,Unknown,Unknown,01/30/2020,57.0000,Unknown,0.5664,80.2951,NETS ETFs/USA,193230.25,NETS TOKYO REIT INDEX FD,
01/31/2020,46139W80,IMFP US Equity,0.160,0.160,0.3676,800.0000,100000.0000,40681.0000,0.1893,N,N,N,07/25/2018,In-kind/Cash,16:00 EST,T+2,Monthly,Optimized,01/30/2020,403.0000,Primary Market Close,0.5664,80.2951,NETS ETFs/USA,6501.4140625,INVESCO MULTI CORE PLUS FI,
01/31/2020,00400R50,WBIE US Equity,0.850,1.020,0.2743,500.0000,50000.0000,11713087.0000,-0.1909,N,N,Y,08/27/2014,In-kind/Cash,15:00 est,T+3,Not Applicable,Not Applicable,01/30/2020,33.0000,Primary Market Close,1.8056,21.4690,US Bancorp Fund Services LLC,9609.9609375,WBI BULLBEAR RISING INCOME 3,
